Location,Locname,Postcode,HB2019,HB2019Name
T115S,Haring House,DD3 6SZ,S08000030,NHS Tayside
T115V,Bridge View House Nursing Home,DD1 4LQ,S08000030,NHS Tayside
T116C,Menzieshill Clinic,,NA,NA
T116E,Magdalen House,DD1 4LZ,S08000030,NHS Tayside
T116H,Armitstead Child Development Centre,DD3 8EA,S08000030,NHS Tayside
T116L,Douglas Primary School,DD4 8SJ,S08000030,NHS Tayside
T116R,Turriff House,DD3 8RB,S08000030,NHS Tayside
T116S,McKinnon Centre,DD5 2DZ,S08000030,NHS Tayside
T116V,Rosebank Nursing Home,DD3 6PG,S08000030,NHS Tayside
T117C,Public Health Department Clinic,,NA,NA
T117H,Roseangle Day Hospital,DD1 4LS,S08000030,NHS Tayside
T117L,Downfield Primary School,DD3 0JP,S08000030,NHS Tayside
T117R,Rowans Health and Welfare Home,DD4 6TH,S08000030,NHS Tayside
T117S,Kinloch Care Centre,DD7 7EN,S08000030,NHS Tayside
T117V,South Grange Nursing Home,DD5 4HT,S08000030,NHS Tayside
T118H,Royal Dundee Child Psychiatry Unit,DD2 5NF,S08000030,NHS Tayside
T118L,Connect 5 Offsite Education Unit,DD2 2TF,S08000030,NHS Tayside
T118R,St Leonard House,DD3 9HF,S08000030,NHS Tayside
T118V,Bughties Nursing Home,DD5 2LX,S08000030,NHS Tayside
T119C,Mobile Clinic,,NA,NA
T119H,Orleans Centre,DD2 4BH,S08000030,NHS Tayside
T119L,Eastern Primary School,DD5 3AE,S08000030,NHS Tayside
T119R,St Margaret's Home,DD1 2NB,S08000030,NHS Tayside
T119V,Carmichael House Nursing Home,DD3 6HG,S08000030,NHS Tayside
T120C,Nelson Street Clinic 1,,NA,NA
T120H,Hawkhill Day Hospital,DD1 5LB,S08000030,NHS Tayside
T120L,Ellengowan Nursery School,DD4 6HT,S08000030,NHS Tayside
T120R,Strathmore House,DD3 6SH,S08000030,NHS Tayside
T120V,Whitethorns Nursing Home,DD5 1PN,S08000030,NHS Tayside
T121C,Nelson Street Clinic 2,,NA,NA
T121E,Extra Mural Clinic,,NA,NA
T121H,Dundonald Centre,DD3 7PY,S08000030,NHS Tayside
T121L,Fintry Nursery School,DD4 9EG,S08000030,NHS Tayside
T121R,Taypark Home for the Aged,DD2 1LR,S08000030,NHS Tayside
T121V,Benvie Care Home,DD2 2PE,S08000030,NHS Tayside
T122C,Nelson Street Clinic 3,,NA,NA
T122E,Extra Mural Clinic,,NA,NA
T122H,Dudhope House (Young Persons Unit),DD3 6HH,S08000030,NHS Tayside
T122L,Fintry Primary School,DD4 9ED,S08000030,NHS Tayside
T122R,Wellburn Home (Little Sisters of the Poor),DD2 2QT,S08000030,NHS Tayside
T122V,St Columba's Nursing Home,DD2 2QF,S08000030,NHS Tayside
T123C,Seaview Clinic,,NA,NA
T123E,Extra Mural Clinic,,NA,NA
T123H,Royal Victoria Day Hospital,DD2 1SP,S08000030,NHS Tayside
T123L,Foggyley Nursery School,DD2 3LF,S08000030,NHS Tayside
T123R,St Margarets Home,DD1 2NB,S08000030,NHS Tayside
T123V,Forebank Nursing Home,DD1 2PB,S08000030,NHS Tayside
T124C,Whitfield Life Services,DD4 0HU,S08000030,NHS Tayside
T124E,Extra-Mural Clinic,,NA,NA
T124H,Windyridge,DD3 0PG,S08000030,NHS Tayside
T124L,Forthill Primary School,DD5 3BE,S08000030,NHS Tayside
T124R,Menzieshill House,DD2 4GD,S08000030,NHS Tayside
T124V,Brae Cottage Residential Care Home,DD5 1AF,S08000030,NHS Tayside
T125C,Positive Steps Partnership,DD1 9RH,S08000030,NHS Tayside
T125E,Wishart Drug Problem Centre,DD1 2JY,S08000030,NHS Tayside
T125H,Glaxo Day Hospital,DD5 4HQ,S08000030,NHS Tayside
T125L,Fowlis of Easter [School],DD2 5LP,S08000030,NHS Tayside
T125R,Duneaves,DD5 1BX,S08000030,NHS Tayside
T126C,Dundee Family Support Group,DD1 1EN,S08000030,NHS Tayside
T126E,St Aidan's Initiative,DD3 0DB,S08000030,NHS Tayside
T126L,Gillburn Primary School,DD3 0DD,S08000030,NHS Tayside
T126R,Janet Brougham House,DD4 7TQ,S08000030,NHS Tayside
T127C,Dundee Drugs & AIDS Project,DD1 1HF,S08000030,NHS Tayside
T127L,Glebelands Primary School,DD4 6EZ,S08000030,NHS Tayside
T127R,Whitethorns Residential Home,DD5 1PN,S08000030,NHS Tayside
T128C,Constitution House,DD1 1LA,S08000030,NHS Tayside
T128L,Gowriehill Primary School,DD2 4JQ,S08000030,NHS Tayside
T128R,St Helen's Residential Home,DD5 2SP,S08000030,NHS Tayside
T129C,Dundee District Social Work Dept.,DD1 3RN,S08000030,NHS Tayside
T129L,Grove Academy,DD5 3AF,S08000030,NHS Tayside
T129R,The Cedars,DD2 1LG,S08000030,NHS Tayside
T130C,East of Scotland Breast Screening Unit,DD1 9SY,S08000030,NHS Tayside
T130L,Newfields Primary School,DD4 0NQ,S08000030,NHS Tayside
T130N,Area Clinical Psychology Service,DD2 5NF,S08000030,NHS Tayside
T130R,Jubilee Court,DD8 2QW,S08000030,NHS Tayside
T131C,Panmure House,DD3 6HG,S08000030,NHS Tayside
T131L,Harris Academy,DD2 1NJ,S08000030,NHS Tayside
T132C,Coldside Medical Practice,DD3 8DB,S08000030,NHS Tayside
T132L,Hawkhill [School],,NA,NA
T133C,Downfield Surgery,DD3 8NE,S08000030,NHS Tayside
T133L,Hillside Primary School,DD2 2DH,S08000030,NHS Tayside
T134C,Jean Drummond  Centre,DD2 3DT,S08000030,NHS Tayside
T134L,Law Nursery School,DD3 6BJ,S08000030,NHS Tayside
T135C,White Top Centre,DD1 4JT,S08000030,NHS Tayside
T135L,Invergowrie Primary School,DD2 5AD,S08000030,NHS Tayside
T136L,Kellyfield Primary School,DD4 0NQ,S08000030,NHS Tayside
T137L,Baldragon Academy,DD3 0LF,S08000030,NHS Tayside
T138L,Kirkton Nursery School,DD3 0JE,S08000030,NHS Tayside
T139L,Lawside RC Academy,DD3 8RT,S08000030,NHS Tayside
T140L,Linlathen High School,DD4 8AX,S08000030,NHS Tayside
T141L,Logie [School],,NA,NA
T142L,Longhaugh School,DD4 0SX,S08000030,NHS Tayside
T143L,Longhaugh Nursery School,DD4 9RB,S08000030,NHS Tayside
T144A,Dundee District,,NA,NA
T144L,Longforgan Primary School,DD2 5EU,S08000030,NHS Tayside
T145L,Lochee Primary School,DD2 2RQ,S08000030,NHS Tayside
T146L,MacAlpine Primary School,DD3 9HQ,S08000030,NHS Tayside
T147L,Mattocks Primary School,DD5 3PL,S08000030,NHS Tayside
T148L,Menzieshill High School,DD2 4DW,S08000030,NHS Tayside
T149L,Rowantree Primary School,DD4 8DD,S08000030,NHS Tayside
T150L,Mill of Mains Primary School,DD4 9RD,S08000030,NHS Tayside
T151L,Mitchell Street [School],,NA,NA
T152L,Invertay [School],,NA,NA
T153L,Seaview Primary School,DD5 4HL,S08000030,NHS Tayside
T154L,Morgan Academy,DD4 7AU,S08000030,NHS Tayside
T155E,Ante Natal Clinic,DD5 1E_,NA,NA
T155L,Mossgiel Primary School,DD4 8AX,S08000030,NHS Tayside
T156L,Birkhill Primary School,DD2 5QD,S08000030,NHS Tayside
T157L,Murroes Primary School,DD4 0PL,S08000030,NHS Tayside
T158L,Our Lady's RC Primary School,DD3 7DL,S08000030,NHS Tayside
T159L,Park Place Primary School,DD1 4HW,S08000030,NHS Tayside
T160L,Pole Park Nursery,,NA,NA
T161L,Powrie Primary School,DD4 8SZ,S08000030,NHS Tayside
T162L,Rockwell Primary School,DD3 6SY,S08000030,NHS Tayside
T163L,Rockwell High School,DD3 6SY,S08000030,NHS Tayside
T164L,Rosebank Primary School,DD3 6NT,S08000030,NHS Tayside
T165L,St Andrew's [School],,NA,NA
T166E,Dudhope Gardens Training Centre,DD3 6TX,S08000030,NHS Tayside
T166L,St Clement's RC Primary School,DD2 4PQ,S08000030,NHS Tayside
T167L,St Columba's RC Primary School,DD3 0BZ,S08000030,NHS Tayside
T168L,St Fergus' RC Primary School,DD2 3TP,S08000030,NHS Tayside
T169L,St John's RC High School,DD3 6EY,S08000030,NHS Tayside
T170E,Kingspark School,DD3 0AB,S08000030,NHS Tayside
T170L,St Joseph's RC Primary School,DD1 5HX,S08000030,NHS Tayside
T171L,St Luke's & St Matthew's RC Primary School,DD4 9NG,S08000030,NHS Tayside
T172L,St Margarets RC Primary School,DD3 9BA,S08000030,NHS Tayside
T173L,St Mary's Infants [School],DD2 3AJ,S08000030,NHS Tayside
T174L,St Mary's RC Primary School,DD2 3AQ,S08000030,NHS Tayside
T175L,St Matthew's RC Primary School,DD4 0EP,S08000030,NHS Tayside
T176L,St Michael's [School],,NA,NA
T177L,St Ninian's Primary School,DD2 4HB,S08000030,NHS Tayside
T178L,St Peter & Paul RC School,DD3 6QN,S08000030,NHS Tayside
T179L,St Pius' RC Primary School,DD4 8RW,S08000030,NHS Tayside
T180L,St Saviour's RC High School,DD4 0JX,S08000030,NHS Tayside
T181L,St Vincent's RC Primary School,DD4 8EP,S08000030,NHS Tayside
T182L,Strathmartine Primary School,DD3 0PH,S08000030,NHS Tayside
T183L,Stobswell [School],,NA,NA
T184L,The Jessie Porter Nursery School,DD3 0AD,S08000030,NHS Tayside
T185L,Wallacetown Nursery School,DD4 6DR,S08000030,NHS Tayside
T186L,West March Primary School,DD3 0NE,S08000030,NHS Tayside
T187L,Whitfield Primary School,DD4 0DP,S08000030,NHS Tayside
T188L,Liff Primary School,DD2 5HJ,S08000030,NHS Tayside
T189L,Coldside Occupational Centre,,NA,NA
T190L,Duncarse [School],DD2 1PR,S08000030,NHS Tayside
T191L,Kingspark School,DD3 8HF,S08000030,NHS Tayside
T192L,Castlepark Offsite Education Unit,DD3 6HH,S08000030,NHS Tayside
T193L,Strathmartine Hospital [School],,NA,NA
T194L,School for The Partially Sighted,,NA,NA
T195L,Newtyle [School],,NA,NA
T196L,Dundee High School - Secondary,DD1 1HU,S08000030,NHS Tayside
T197L,Tealing Primary School,DD4 0QZ,S08000030,NHS Tayside
T198L,Grange Primary School,DD5 4LU,S08000030,NHS Tayside
T199L,Monifieth High School,DD5 4QT,S08000030,NHS Tayside
T200C,Perth and Kinross District Clinics,,NA,NA
T200N,Domiciliary Births,,NA,NA
T201A,Perth and Kinross Unit,PH2 8HA,S08000030,NHS Tayside
T201B,Crieff Medical Centre,PH7 3SA,S08000030,NHS Tayside
T201C,Aberfeldy Clinic,PH15 2BH,S08000030,NHS Tayside
T201H,Bridge of Earn Hospital,PH2 9AQ,S08000030,NHS Tayside
T201L,Breadalbane Academy,PH15 2DU,S08000030,NHS Tayside
T201P,Balnacraig Approved School,PH2 7AR,S08000030,NHS Tayside
T201R,Chequers Eventide Home,PH16 5DH,S08000030,NHS Tayside
T201S,Glenturret Terrace Children's Home,PH2 0AR,S08000030,NHS Tayside
T201V,Akaroa Hospital,PH7 4AE,S08000030,NHS Tayside
T202A,Perth & Kinross Health & Social Care Partnership,PH1 5PH,S08000030,NHS Tayside
T202B,Methven Health Centre,PH1 3PF,S08000030,NHS Tayside
T202C,Abernethy Clinic,PH2 9JB,S08000030,NHS Tayside
T202H,Perth Royal Infirmary,PH1 1NX,S08000030,NHS Tayside
T202L,Perth Royal Infirmary [School],PH1 1NX,S08000030,NHS Tayside
T202P,Friarton Borstal Instution,PH2 8DP,S08000030,NHS Tayside
T202Q,Perth High School,PH1 1HA,S08000030,NHS Tayside
T202R,Belmont Castle,PH12 8TH,S08000030,NHS Tayside
T202S,Kippen House Childrens Home,PH2 0RA,S08000030,NHS Tayside
T202V,St Johnstouns Nursing Home,PH1 5HG,S08000030,NHS Tayside
T203C,Blairgowrie Clinic,PH10 7AA,S08000030,NHS Tayside
T203H,Hillside Hospital,PH2 7AH,S08000030,NHS Tayside
T203L,Abernyte Primary School,PH14 9ST,S08000030,NHS Tayside
T203P,Perth Prison,PH2 8AT,S08000030,NHS Tayside
T203Q,Abernethy Primary School,PH2 9JJ,S08000030,NHS Tayside
T203R,Bowerswell Home for Old People,PH2 7DN,S08000030,NHS Tayside
T203S,Childrens Home,PH2 0EW,S08000030,NHS Tayside
T203V,Roundelwood Nursing Home,PH7 4AN,S08000030,NHS Tayside
T204B,Alyth Health Centre,PH11 8EQ,S08000030,NHS Tayside
T204C,Clinic,KY13 8FP,S08000030,NHS Tayside
T204H,Burghmuir Hospital,PH1 1DL,S08000030,NHS Tayside
T204L,Aberuthven Primary School,PH3 1HE,S08000030,NHS Tayside
T204Q,Blairgowrie Junior Occupation Centre,,NA,NA
T204R,Ancaster House,PH7 3JU,S08000030,NHS Tayside
T204S,Childrens Home,PH2 0EW,S08000030,NHS Tayside
T204V,Moncreiffe Nursing Home,PH2 9PJ,S08000030,NHS Tayside
T205B,Coupar Angus Medical Centre,PH13 9DD,S08000030,NHS Tayside
T205C,Child Guidance Centre Clinic,,NA,NA
T205H,St Margaret's Hospital,PH3 1JH,S08000030,NHS Tayside
T205L,Alyth Primary School,PH11 8AX,S08000030,NHS Tayside
T205Q,The Glebe School,PH2 6LW,S08000030,NHS Tayside
T205R,Campbell Johnstone Home for Women,PH7 3DH,S08000030,NHS Tayside
T205S,Skinnergate Model Lodging House,PH1 5JH,S08000030,NHS Tayside
T205V,Viewpark Nursing Home,PH11 8DE,S08000030,NHS Tayside
T206B,Drumhar Health Centre,PH1 5PD,S08000030,NHS Tayside
T206C,Child Guidance Centre Clinic,,NA,NA
T206H,Crieff Cottage Hospital,PH7 3JJ,S08000030,NHS Tayside
T206L,Amulree Primary School,PH8 0BZ,S08000030,NHS Tayside
T206Q,Cherrybank School,PH2 0LZ,S08000030,NHS Tayside
T206R,Catmoor House Nursing & Residential Home,PH2 6LD,S08000030,NHS Tayside
T206S,Almondbank House,PH1 3BD,S08000030,NHS Tayside
T206V,Tayside Care Home,PH2 7HG,S08000030,NHS Tayside
T207B,Loch Leven Health Centre,KY13 8FP,S08000030,NHS Tayside
T207C,Clinic,,NA,NA
T207H,Aberfeldy Cottage Hospital,PH15 2DH,S08000030,NHS Tayside
T207L,Ardler [School],,NA,NA
T207Q,Morrison's Academy,PH7 3AN,S08000030,NHS Tayside
T207R,Church of Scotland Eventide Home,PH7 3DH,S08000030,NHS Tayside
T207S,Upper Springland SSFS,PH2 7HQ,S08000030,NHS Tayside
T207V,Kippen House Private Nursing Home,PH2 0RA,S08000030,NHS Tayside
T208C,Clinic,PH1 2HL,S08000030,NHS Tayside
T208H,Irvine Memorial Hospital,PH16 5HP,S08000030,NHS Tayside
T208L,Arngask Primary School,PH2 9NT,S08000030,NHS Tayside
T208Q,Greenloaning Primary School,FK15 0LY,S08000030,NHS Tayside
T208R,Cottage Home,PH10 6HN,S08000030,NHS Tayside
T208S,Greyfriars House,PH2 8LJ,S08000030,NHS Tayside
T208V,Donavourd House Nursing Home,PH16 5JS,S08000030,NHS Tayside
T209C,Clinic,,NA,NA
T209H,Blairgowrie & Rattray Cottage Hospital,PH10 6EE,S08000030,NHS Tayside
T209L,Auchterarder High School,PH3 1BL,S08000030,NHS Tayside
T209Q,Florence Place Nursery School,,NA,NA
T209R,Robert Douglas Memorial Home,PH2 6LL,S08000030,NHS Tayside
T209V,Rosemount Nursing Home,PH10 6PY,S08000030,NHS Tayside
T210C,Clinic,,NA,NA
T210H,Strathmore Hospital,PH10 7HF,S08000030,NHS Tayside
T210L,Auchtergaven Primary School,PH1 4DE,S08000030,NHS Tayside
T210Q,North Muirton Primary School,PH1 3BY,S08000030,NHS Tayside
T210R,Edradour House,PH16 5JW,S08000030,NHS Tayside
T210V,Muirton House Nursing Home,PH10 6QU,S08000030,NHS Tayside
T211C,Clinic,,NA,NA
T211H,Meigle Cottage Hospital,PH12 8SE,S08000030,NHS Tayside
T211L,Balbeggie Primary School,PH2 6EZ,S08000030,NHS Tayside
T211Q,Seamab House School,KY13 7PT,S08000030,NHS Tayside
T211R,NRS Obsolete Code - Muirton House Nursing Home,PH10 6QU,S08000030,NHS Tayside
T211V,Dalnaglar Nursing Home,PH7 4BJ,S08000030,NHS Tayside
T212C,South Street Clinic,,NA,NA
T212K,Macmillan House,PH2 7HQ,S08000030,NHS Tayside
T212L,Balgowan [School],,NA,NA
T212Q,Redgorton House School,PH1 3HX,S08000030,NHS Tayside
T212R,Hope Park Home,PH10 7AH,S08000030,NHS Tayside
T212V,Balhousie Ruthven Towers,PH3 1DN,S08000030,NHS Tayside
T213C,Clinic,,NA,NA
T213L,Blackford Primary School,PH4 1PZ,S08000030,NHS Tayside
T213Q,Kinnoull Adult Training Centre,PH1 3DN,S08000030,NHS Tayside
T213R,Kincarrathie House,PH2 7HX,S08000030,NHS Tayside
T213V,Tulloch House Nursing Home,PH1 2RA,S08000030,NHS Tayside
T214C,Burghmuir Clinic,PH1 1__,NA,NA
T214L,Black Water [School],,NA,NA
T214Q,Blairgowrie Adult Training Centre,PH10 6BT,S08000030,NHS Tayside
T214R,Mailer Home of Rest,PH3 1AD,S08000030,NHS Tayside
T214V,Craigieknowes Nursing Home,PH2 0DG,S08000030,NHS Tayside
T215C,Pitlochry Clinic,PH16 5BS,S08000030,NHS Tayside
T215H,Murray Royal Hospital,PH2 7BH,S08000030,NHS Tayside
T215L,Blair Atholl Primary School,PH18 5TB,S08000030,NHS Tayside
T215Q,Moncrieffe Primary School,PH2 0AW,S08000030,NHS Tayside
T215R,Parkhill House for Old Persons,PH10 7HD,S08000030,NHS Tayside
T215V,Ochil Nursing Home,PH1 1SB,S08000030,NHS Tayside
T216C,Perth Family Support Group,PH1 5QL,S08000030,NHS Tayside
T216H,Murthly Hospital,PH1 4ET,S08000030,NHS Tayside
T216L,Blairgowrie High School,PH10 6PN,S08000030,NHS Tayside
T216Q,Ochil Tower School,PH3 1AD,S08000030,NHS Tayside
T216R,Richmond House,PH7 4AF,S08000030,NHS Tayside
T216V,Levenglen Nursing Home,KY13 9HF,S08000030,NHS Tayside
T217A,Perth and Kinross District,,NA,NA
T217C,Lewis Resource Centre,PH1 3B_,NA,NA
T217L,St Stephen's RC Primary School,PH10 6HW,S08000030,NHS Tayside
T217Q,Bruce Street Child & Family Centre,DD3 6RG,S08000030,NHS Tayside
T217V,Dalnaglar Nursing Home,PH7 4BJ,S08000030,NHS Tayside
T218C,Ardblair Medical Practice,PH10 6EF,S08000030,NHS Tayside
T218J,Cuil An Daraich,PH9 0LL,S08000030,NHS Tayside
T218L,Newhill Primary School,PH10 6UZ,S08000030,NHS Tayside
T218Q,Linlathen Child & Family Centre,DD4 8EY,S08000030,NHS Tayside
T218V,Wellbeck House Nursing Home,PH7 3AL,S08000030,NHS Tayside
T219C,Adult Training Centre,PH2 6LE,S08000030,NHS Tayside
T219J,Strathearn Home,PH3 1JL,S08000030,NHS Tayside
T219L,Blairingone Primary School,FK14 7NY,S08000030,NHS Tayside
T219Q,Fairview School,PH1 1DF,S08000030,NHS Tayside
T219R,Whitelaw Home of Rest,PH3 1LS,S08000030,NHS Tayside
T219V,Balhousie Rumbling Bridge Care  Home,KY13 0PX,S08000030,NHS Tayside
T220C,Adult Training Centre,PH2 0AW,S08000030,NHS Tayside
T220H,Bridge of Earn Rehabilitation Centre,PH2 9AQ,S08000030,NHS Tayside
T220L,Braco Primary School,FK15 9QD,S08000030,NHS Tayside
T220Q,Glenalmond College,PH1 3RY,S08000030,NHS Tayside
T220R,Rio,PH2 7EY,S08000030,NHS Tayside
T220V,St. Ninians Residential Home,PH10 6EQ,S08000030,NHS Tayside
T221C,Perth Drugs Project,PH1 5NU,S08000030,NHS Tayside
T221E,Extra Mural Clinic District Nurses,,NA,NA
T221H,Scone Day Hospital,PH2 6LE,S08000030,NHS Tayside
T221L,Dunbarney Primary School,PH2 9DY,S08000030,NHS Tayside
T221Q,Strathallan School,PH2 9EG,S08000030,NHS Tayside
T221R,Craigmill House,PH10 7HY,S08000030,NHS Tayside
T221V,Northlands Nursing Home,PH10 6LD,S08000030,NHS Tayside
T222E,Extra Mural Clinic School Premises,,NA,NA
T222L,Bridge of Earn Hospital School,,NA,NA
T222Q,Kilgraston School,PH2 9BQ,S08000030,NHS Tayside
T222R,North Inch House,PH1 5HS,S08000030,NHS Tayside
T223E,Extra Mural Clinic,,NA,NA
T223H,Meigle Community Day Hospital,PH12 8SE,S08000030,NHS Tayside
T223L,Burrelton Primary School,PH13 9NZ,S08000030,NHS Tayside
T223Q,St Andrews Primary School,DD3 9HD,S08000030,NHS Tayside
T223R,Strathtay House,PH1 5DP,S08000030,NHS Tayside
T224L,Butterstone School,PH12 8QY,S08000030,NHS Tayside
T224Q,St Paul's RC Academy,DD3 0EH,S08000030,NHS Tayside
T224R,Rigifa Residential Home,PH1 3PB,S08000030,NHS Tayside
T225L,Carnbo [School],,NA,NA
T225Q,Kings Park School,DD3 8HF,S08000030,NHS Tayside
T225R,Glenhelenbank Residential Home,PH1 3EP,S08000030,NHS Tayside
T226L,Cleish Primary School,KY13 7LR,S08000030,NHS Tayside
T226Q,Inchview Primary School,PH2 0BE,S08000030,NHS Tayside
T226R,Glencairn House,PH3 1AD,S08000030,NHS Tayside
T227L,Clunie [School],,NA,NA
T227Q,Isla Primary School,DD8 5JJ,S08000030,NHS Tayside
T227R,Sunnybrae Abbeyfield Home,PH16 5AR,S08000030,NHS Tayside
T228L,Collace Primary School,PH2 6HU,S08000030,NHS Tayside
T228Q,Ballumbie Primary School,DD4 0HU,S08000030,NHS Tayside
T228R,Northlands House,PH10 6LD,S08000030,NHS Tayside
T229C,Perth & Kinross Social Work Dept.,PH2 0LG,S08000030,NHS Tayside
T229L,Comrie Primary School,PH6 2LN,S08000030,NHS Tayside
T229Q,Panmure Playgroup,DD7 7JP,S08000030,NHS Tayside
T229R,Dunearn Old Peoples Home,PH3 1DB,S08000030,NHS Tayside
T230C,Grange Residential Home,PH2 6AT,S08000030,NHS Tayside
T230L,Coupar Angus Primary School,PH13 9AS,S08000030,NHS Tayside
T230Q,Peter Pan Playgroup,DD7 6BL,S08000030,NHS Tayside
T230R,Dalweem House,PH15 2BH,S08000030,NHS Tayside
T231C,Kinnoull House,PH2 7HG,S08000030,NHS Tayside
T231L,Crieff Primary School,PH7 3AY,S08000030,NHS Tayside
T231Q,Scallywaggs,DD7 7JW,S08000030,NHS Tayside
T231R,Beech Grove House,PH1 1DL,S08000030,NHS Tayside
T232L,Crieff High School,PH7 3RR,S08000030,NHS Tayside
T232Q,Smarty Pants,DD7 7EP,S08000030,NHS Tayside
T232R,Solsgirth House,FK14 7NZ,S08000030,NHS Tayside
T233L,St Dominic's RC Primary School,PH7 3SB,S08000030,NHS Tayside
T233Q,Borrowfield Playgroup,DD10 9EZ,S08000030,NHS Tayside
T233R,Airlie Mount Old Peoples Residential Home,PH11 8AX,S08000030,NHS Tayside
T234L,Royal School of Dunkeld (Primary),PH8 0AB,S08000030,NHS Tayside
T234Q,Busy Bees,DD10 8HE,S08000030,NHS Tayside
T234R,Ashdene House,PH7 3DT,S08000030,NHS Tayside
T235L,Dunning Primary School,PH2 0RH,S08000030,NHS Tayside
T235Q,Ferryden Playgroup,DD10 9RF,S08000030,NHS Tayside
T235R,Stormont Lodge,PH10 6HN,S08000030,NHS Tayside
T236L,Errol Primary School,PH2 7QB,S08000030,NHS Tayside
T236Q,Hillside Playgroup,DD10 9HB,S08000030,NHS Tayside
T236R,Viewlands House,PH1 1BL,S08000030,NHS Tayside
T237L,Findogask [School],PH3 1HS,S08000030,NHS Tayside
T237Q,First Steps,DD10 8RG,S08000030,NHS Tayside
T237R,Abbeyfield-Breadalbane-Society,PH15 2BH,S08000030,NHS Tayside
T238L,Forgandenny Primary School,PH2 9EL,S08000030,NHS Tayside
T238Q,Lochside Playgroup,DD10 9AN,S08000030,NHS Tayside
T238R,Drumearn House-Abbeyfield Society,PH6 2JR,S08000030,NHS Tayside
T239L,Forteviot Primary School,PH2 9BT,S08000030,NHS Tayside
T239Q,Rompers Private Nursery,DD10 8SW,S08000030,NHS Tayside
T239R,Abbeyfield House,PH7 4EL,S08000030,NHS Tayside
T240L,Fortingall [School],,NA,NA
T240Q,Abbey Playgroup,DD11 2DB,S08000030,NHS Tayside
T240R,NRS Obsolete Code - Parkdale Residential Home,PH3 1QN,S08000030,NHS Tayside
T241L,Fossoway Primary School,KY13 7UL,S08000030,NHS Tayside
T241Q,Arbirlot Playgroup,DD11 2PZ,S08000030,NHS Tayside
T242L,Fowlis Wester [School],,NA,NA
T242Q,Condor Playgroup,DD11 3EZ,S08000030,NHS Tayside
T243L,Georgetown School,PH17 2QE,S08000030,NHS Tayside
T243Q,Friockheim & Kinnell Church Playgroup,DD11 4XB,S08000030,NHS Tayside
T244L,Glendelvine Primary School,PH1 4JL,S08000030,NHS Tayside
T244Q,Helping Hands Nursery,DD11 3EA,S08000030,NHS Tayside
T245L,Glendoick [School],,NA,NA
T245Q,Inverbrothock Playgroup,DD11 4GR,S08000030,NHS Tayside
T246L,Glenlyon Primary School,PH15 2PP,S08000030,NHS Tayside
T246Q,Ladybird Playgroup,DD11 5JD,S08000030,NHS Tayside
T247L,Grandtully Primary School,PH9 0PL,S08000030,NHS Tayside
T247Q,Muirfield Playgroup,DD11 2LU,S08000030,NHS Tayside
T248L,Guildtown Primary School,PH2 6BX,S08000030,NHS Tayside
T248Q,Rosemount Little Rascals,DD1 2AU,S08000030,NHS Tayside
T249L,Inchture Primary School,PH14 9RN,S08000030,NHS Tayside
T249Q,Tumbletots Playgroup,DD11 5AB,S08000030,NHS Tayside
T250L,Kenmore Primary School,PH15 2HL,S08000030,NHS Tayside
T250Q,Wonderland Nursery School,DD11 1HH,S08000030,NHS Tayside
T251L,Kettins Primary School,PH13 9JL,S08000030,NHS Tayside
T251Q,Blairs Cottage,DD8 2PE,S08000030,NHS Tayside
T252L,Kinloch Rannoch Primary School,PH16 5PL,S08000030,NHS Tayside
T252Q,Charleston Playgroup,DD8 1UG,S08000030,NHS Tayside
T253L,Kinross Primary School,KY13 7TG,S08000030,NHS Tayside
T253Q,Chimes Playgroup,DD8 2AB,S08000030,NHS Tayside
T254L,Kirkmichael Primary School,PH10 7NX,S08000030,NHS Tayside
T254Q,Letham Playgroup,DD8 2PT,S08000030,NHS Tayside
T255L,Logiealmond Primary School,PH1 3TB,S08000030,NHS Tayside
T255Q,Mothergoose Playgroup,DD8 3NT,S08000030,NHS Tayside
T256L,Logierait Primary School,PH9 0LG,S08000030,NHS Tayside
T256Q,Jack and Jill's,DD8 3BS,S08000030,NHS Tayside
T257L,Madderty Primary School,PH7 3PA,S08000030,NHS Tayside
T257Q,Stepping Stones Playgroup,DD8 3LB,S08000030,NHS Tayside
T258L,Meigle Primary School,PH12 8SD,S08000030,NHS Tayside
T258Q,The Wendyhouse Children's Nursery,DD8 3BN,S08000030,NHS Tayside
T259L,Meikleour [School],,NA,NA
T259Q,New Friends Nursery,DD9 6AR,S08000030,NHS Tayside
T260L,Methven Primary School,PH1 3PU,S08000030,NHS Tayside
T260Q,Smallworld Nursery,DD9 6AU,S08000030,NHS Tayside
T261L,Milnathort Primary School,KY13 7XP,S08000030,NHS Tayside
T261Q,Edzell Playgroup,DD9 7TQ,S08000030,NHS Tayside
T262L,Monsievaird [School],,NA,NA
T262Q,Sunshine Playschool,DD8 4PN,S08000030,NHS Tayside
T263L,Murthly Primary School,PH1 4HB,S08000030,NHS Tayside
T263Q,The Wendyhouse Children's Nursery,DD8 4PL,S08000030,NHS Tayside
T264L,Muthill Primary School,PH5 2AR,S08000030,NHS Tayside
T264Q,Careshare - Dundee,DD5 4HB,S08000030,NHS Tayside
T265L,Newbigging [School],,NA,NA
T265Q,Grange School Playgroup,DD5 4LU,S08000030,NHS Tayside
T266L,Perth Academy,PH1 1NL,S08000030,NHS Tayside
